deprecation_reason,description,forks,homepage,keywords,language,latest_download_url,latest_stable_release_number,latest_stable_release_published_at,license_normalized,licenses,name,normalized_licenses,package_manager_url,platform,rank,repository_url,stars,status
None,[![npm version](https://badge.fury.io/js/%40initial%2Fangular-library.svg)](https://www.npmjs.com/@initial/angular-library) [![devDependency Status](https://david-dm.org/agri-initial/angular-components/dev-status.svg)](https://david-dm.org/agri-initial/an,0,https://github.com/minagri-initial/angular-components,"['angular', 'select', 'typeahead']",TypeScript,https://registry.npmjs.org/@initial/angular-library/-/@initial/angular-library-0.1.6.tgz,None,None,False,MIT,@initial/angular-library,['MIT'],https://www.npmjs.com/package/@initial/angular-library,NPM,0,https://github.com/minagri-initial/angular-components,0,None
None,Outils d'analyse statique pour PHP,0,,[],PHP,None,v1.0.0,2021-09-10T10:25:47.000Z,False,MIT,assurance-maladie/qualytou,['MIT'],https://packagist.org/packages/assurance-maladie/qualytou#,Packagist,6,https://github.com/assurance-maladie-digital/qualytou,0,None
None,LemonLDAP::NG handler for Node.js,2,https://lemonldap-ng.org,"['Lemonldap::NG', 'SSO', 'SAML', 'OpenID-Connect', 'SSOaaS', 'handler', 'lemonldap-ng', 'nginx', 'sso-authentication']",CoffeeScript,https://registry.npmjs.org/lemonldap-ng-session-mysql/-/lemonldap-ng-session-mysql-0.5.4.tgz,0.5.4,2020-10-03T14:56:14.116Z,True,GPL-2.0-or-later,lemonldap-ng-session-mysql,['CNRI-Python-GPL-Compatible'],https://www.npmjs.com/package/lemonldap-ng-session-mysql,NPM,8,https://github.com/LemonLDAPNG/node-lemonldap-ng-handler,6,None
None,Useful functions for datascience.,0,https://github.com/SGMAP-AGD/Tools,[],Python,None,0.0.6,2016-03-01T17:16:49.000Z,False,,agd_tools,[],https://pypi.org/project/agd_tools/,Pypi,8,https://github.com/SGMAP-AGD/Tools,7,None
None,Wrapper around the Elsevier API.,1,https://github.com/ezpaarse-project/node-elsevie#readme,"['doi', 'pii', 'elsevier']",JavaScript,https://registry.npmjs.org/node-elsevier/-/node-elsevier-0.3.1.tgz,0.3.1,2016-03-03T10:39:48.037Z,False,MIT,node-elsevier,['MIT'],https://www.npmjs.com/package/node-elsevier,NPM,6,https://github.com/ezpaarse-project/node-elsevier,2,None
None,Parser/encoder for ASN.1 BER/DER data,21,https://github.com/rusticata/der-parser,"['nom', 'ber', 'der', 'asn1', 'parser', 'der-parser', 'parse', 'rust']",Rust,https://crates.io/api/v1/crates/asn1-rs/0.2.0/download,0.2.0,2021-07-20T12:52:31.350Z,True,MIT/Apache-2.0,asn1-rs,"['MIT', 'Apache-2.0']",https://crates.io/crates/asn1-rs/,Cargo,9,https://github.com/rusticata/der-parser,60,None
None,Takes an rng file and makes an html form,0,https://github.com/unistra/rng-to-html-form,"['lxml', 'python', 'rng', 'xml', 'form', 'html']",Python,None,1.0.2,2017-04-05T10:34:39.000Z,True,PSF,rng-to-html-form,['Python-2.0'],https://pypi.org/project/rng-to-html-form/,Pypi,8,https://github.com/unistra/rng-to-html-form,0,None
None,Module to use Mattermost in a Zend Framework and Bootstrap application,0,None,"['bootstrap', 'zf2', 'Zend Framework', 'chat', 'Mattermost', 'chatclient', 'chatroom', 'laminas-mvc', 'zend-framework', 'zend-module']",JavaScript,None,v0.2.0,2018-05-16T07:18:42.000Z,True,GPL-3.0-or-later,dgacfr/mattermostmodule,['CNRI-Python-GPL-Compatible'],https://packagist.org/packages/dgacfr/mattermostmodule#,Packagist,1,https://github.com/DGACfr/MattermostModule,1,Removed
None,"A Django app to provide a database structure, API and import scripts to manage French communes, intercommunalités, départements and régions, with their structure and data from Insee and the DGCL.",0,https://github.com/entrepreneur-interet-general/django-francedata,"['django', 'open-collectivites']",Python,None,0.9.3,2021-10-08T10:37:14.000Z,True,AGPL-3,django-francedata,['AGPL-3.0'],https://pypi.org/project/django-francedata/,Pypi,5,https://github.com/entrepreneur-interet-general/django-francedata,0,None
None,Custom exceptions for Django REST Framework,1,https://github.com/unistra/django-rest-framework-custom-exceptions,"['django', 'REST', 'rest_framework', 'exceptions']",Python,None,1.0.2,2019-11-21T10:27:43.000Z,True,GNU General Public License v2 (GPLv2),djangorestframework-custom-exceptions,['GPL-3.0'],https://pypi.org/project/djangorestframework-custom-exceptions/,Pypi,9,https://github.com/unistra/django-rest-framework-custom-exceptions,6,None
None,Implementation of the Potential Model,0,https://github.com/riatelab/potential,"['rspatial', 'stewart']",R,https://cran.r-project.org/src/contrib/potential_0.1.0.tar.gz,0.1.0,2020-11-18T00:00:00.000Z,True,GPL-3,potential,['GPL-3.0'],https://cran.r-project.org/package=potential,CRAN,6,https://github.com/riatelab/potential,2,None
None,HiveQL Kernel,3,https://github.com/EDS-APHP/HiveQLKernel,"['Hive', 'HiveQL', 'PyHive', 'Kernel', 'Ipykernel', 'jupyter', 'notebook']",Python,None,1.0.20,2020-02-04T17:51:11.000Z,False,MIT,hiveqlKernel,['MIT'],https://pypi.org/project/hiveqlKernel/,Pypi,8,https://github.com/EDS-APHP/HiveQLKernel,8,None
None,Transformation d'un fichier xml de type unistra:archive en fichier pdf,0,https://github.com/unistra/xml-archive-to-pdf,[],Python,None,1.1.1,2017-03-27T14:33:36.000Z,True,PSF,xml-archive-to-pdf,['Python-2.0'],https://pypi.org/project/xml-archive-to-pdf/,Pypi,8,https://github.com/unistra/xml-archive-to-pdf,0,None
None,Parse amendments bundle in PDF and extract data,0,https://github.com/MEEM-MLHD/amendments-bundle-parser,[],Python,None,0.0.1,2016-12-07T20:18:07.000Z,True,BSD,amendments-bundle-parser,['BSD-3-Clause'],https://pypi.org/project/amendments-bundle-parser/,Pypi,6,https://github.com/MEEM-MLHD/amendments-bundle-parser,0,None
None,bootstrapslider,5,https://github.com/openmole/scala-js-plotlyjs,[],CSS,https://repo1.maven.org/maven2/org/openmole/scaladget/bootstrapslider_sjs1_2.12/1.3.7/bootstrapslider_sjs1_2.12-1.3.7.jar,1.3.7,2020-06-17T00:00:00.000Z,True,Affero GPLv3,org.openmole.scaladget:bootstrapslider_sjs1_2.12,['AGPL-1.0'],https://repo1.maven.org/maven2/org/openmole/scaladget/bootstrapslider_sjs1_2.12,Maven,10,https://github.com/openmole/scaladget,42,None
None,Manage all events on workflows,2,https://github.com/unistra/django-workflow-activity,"['workflows', 'django', 'events', 'log']",Python,None,1.2.4,2021-04-29T07:52:54.000Z,True,,django-workflow-activity,['GPL-2.0'],https://pypi.org/project/django-workflow-activity/,Pypi,10,https://github.com/unistra/django-workflow-activity,8,None
None,Les règles publicodes des simulateurs de code du travail numérique,17,https://github.com/SocialGouv/code-du-travail-numerique#readme,[],JavaScript,https://registry.npmjs.org/@socialgouv/modeles-social/-/@socialgouv/modeles-social-4.54.1.tgz,4.54.1,2021-10-15T13:20:35.517Z,False,,@socialgouv/modeles-social,['Apache-2.0'],https://www.npmjs.com/package/@socialgouv/modeles-social,NPM,12,https://github.com/SocialGouv/code-du-travail-numerique,78,None
None,Établissements Publics de Coopération Intercommunale : données et outils,0,,[],JavaScript,https://registry.npmjs.org/@etalab/epci/-/@etalab/epci-0.2.0.tgz,0.2.0,2019-02-12T20:58:07.659Z,False,MIT,@etalab/epci,['MIT'],https://www.npmjs.com/package/@etalab/epci,NPM,7,https://github.com/etalab/epci,1,None
None,Script to store tweets of a list of users in a databases for NLP processing.,0,https://github.com/leximpact/tweet-archiveur/tree/main/,"['tweet', 'twitter', 'parliement']",Jupyter Notebook,None,0.0.1,2021-03-22T15:11:41.000Z,True,Apache Software License 2.0,tweet-archiveur,['Apache-2.0'],https://pypi.org/project/tweet-archiveur/,Pypi,6,https://github.com/leximpact/tweet-archiveur,1,None
None,Vue CLI plugin to scaffold front-end projects,4,https://github.com/assurance-maladie-digital/design-system,"['cnam', 'components', 'design-system', 'france', 'health-insurance', 'vue', 'vue-cli', 'vuejs']",TypeScript,https://registry.npmjs.org/vue-cli-plugin-vue-dash/-/vue-cli-plugin-vue-dash-2.0.0-alpha.42.tgz,v2.0.0,2021-08-30T14:02:57.000Z,False,MIT,vue-cli-plugin-vue-dash,['MIT'],https://www.npmjs.com/package/vue-cli-plugin-vue-dash,NPM,6,https://github.com/assurance-maladie-digital/design-system,17,None
None,A self-hosted discussion forum for learning,0,https://github.com/openfun/ashley,"['Django', 'forum', 'Open', 'edX', 'message', 'board', 'discussion']",Python,None,1.0.0,2021-08-16T13:54:34.000Z,False,MIT,ashley,['MIT'],https://pypi.org/project/ashley/,Pypi,9,https://github.com/openfun/ashley,5,None
None,Parser for the NTP protocol,6,https://github.com/rusticata/ntp-parser,"['time', 'protocol', 'nom', 'parser', 'ntp', 'ntp-parser', 'parse', 'rust']",Rust,https://crates.io/api/v1/crates/ntp-parser/0.6.0/download,0.6.0,2021-09-13T11:38:33.392Z,True,MIT/Apache-2.0,ntp-parser,"['MIT', 'Apache-2.0']",https://crates.io/crates/ntp-parser/,Cargo,9,https://github.com/rusticata/ntp-parser,17,None
None,Parser for the X.509 v3 format (RFC 5280 certificates),30,https://github.com/rusticata/x509-parser,"['certificate', 'nom', 'x509', 'parser']",Rust,https://crates.io/api/v1/crates/x509-parser/0.12.0/download,0.12.0,2021-09-17T10:18:00.665Z,True,MIT/Apache-2.0,x509-parser,"['MIT', 'Apache-2.0']",https://crates.io/crates/x509-parser/,Cargo,16,https://github.com/rusticata/x509-parser,79,None
None,> Json formated data from from set of page of travail-emploi website > You can include json data,1,https://github.com/SocialGouv/fiches-travail-data#readme,[],HTML,https://registry.npmjs.org/@socialgouv/fiches-travail-data-types/-/@socialgouv/fiches-travail-data-types-4.219.0.tgz,4.219.0,2021-10-19T22:08:46.908Z,False,Apache-2.0,@socialgouv/fiches-travail-data-types,['Apache-2.0'],https://www.npmjs.com/package/@socialgouv/fiches-travail-data-types,NPM,10,https://github.com/SocialGouv/fiches-travail-data,1,None
None,A versatile microsimulation free software,67,https://github.com/openfisca/openfisca-core,"['benefit', 'microsimulation', 'social', 'tax', 'better-rules', 'legislation-as-code', 'rules-as-code']",Python,None,35.6.0,2021-10-18T10:34:43.000Z,True,https://www.fsf.org/licensing/licenses/agpl-3.0.html,OpenFisca-Core,['Other'],https://pypi.org/project/OpenFisca-Core/,Pypi,14,https://github.com/openfisca/openfisca-core,109,None
None,Trevas engine for Apache Spark,1,https://inseefr.github.io/Trevas,[],Java,https://repo1.maven.org/maven2/fr/insee/trevas/vtl-spark/0.2.1/vtl-spark-0.2.1.jar,0.2.1,2021-10-14T14:59:41.000Z,True,MIT License,fr.insee.trevas:vtl-spark,['MIT'],https://repo1.maven.org/maven2/fr/insee/trevas/vtl-spark,Maven,8,https://github.com/InseeFr/Trevas,3,None
None,random,2,https://github.com/ISCPIF/freedsl,"['effects', 'free-monad', 'functional-programming', 'modularity', 'monad', 'monad-transformers', 'pure', 'scala']",Scala,https://repo1.maven.org/maven2/fr/iscpif/freedsl/random_2.11/0.12/random_2.11-0.12.jar,None,None,True,LGPL,fr.iscpif.freedsl:random_2.11,['Other'],https://repo1.maven.org/maven2/fr/iscpif/freedsl/random_2.11,Maven,7,https://github.com/ISCPIF/freedsl,34,None
None,Ensemble des composants de gestion de base hornet-js,6,https://github.com/diplomatiegouvfr/hornet-js#readme,[],TypeScript,https://registry.npmjs.org/hornet-js-batch/-/hornet-js-batch-5.5.0-rc.4.tgz,5.4.1,2019-07-25T12:24:52.410Z,False,CECILL-2.1,hornet-js-batch,['CECILL-2.1'],https://www.npmjs.com/package/hornet-js-batch,NPM,9,https://github.com/diplomatiegouvfr/hornet-js,16,None
None,LemonLDAP::NG handler for Node.js,2,https://lemonldap-ng.org,"['Lemonldap::NG', 'SSO', 'SAML', 'OpenID-Connect', 'SSOaaS', 'handler', 'lemonldap-ng', 'nginx', 'sso-authentication']",CoffeeScript,https://registry.npmjs.org/lemonldap-ng-session-pg/-/lemonldap-ng-session-pg-0.5.4.tgz,0.5.4,2020-10-03T14:56:17.838Z,True,GPL-2.0-or-later,lemonldap-ng-session-pg,['CNRI-Python-GPL-Compatible'],https://www.npmjs.com/package/lemonldap-ng-session-pg,NPM,8,https://github.com/LemonLDAPNG/node-lemonldap-ng-handler,6,None
None,The documents factory,1,https://openfun.github.io/marion/,"['Django', 'LMS', 'learning', 'PDF', 'document', 'pdf-document', 'pdf-generation']",Python,None,0.3.1,2021-09-02T14:38:07.000Z,False,MIT,django-marion,['MIT'],https://pypi.org/project/django-marion/,Pypi,9,https://github.com/openfun/marion,6,None
None,Adds SQLAlchemy support to your Flask application for handle apis.,3,https://github.com/betagouv/sqlalchemy-api-handler,[],Python,None,0.17.4,2021-10-04T19:27:06.000Z,False,MPL-2.0,SQLAlchemy-Api-Handler,['MPL-2.0'],https://pypi.org/project/SQLAlchemy-Api-Handler/,Pypi,8,https://github.com/betagouv/sqlalchemy-api-handler,3,None
None,This package is a part of Ilos framework.,0,https://github.com/betagouv/ilos#readme,"['node', 'typescript', 'microservice']",TypeScript,https://registry.npmjs.org/@ilos/env/-/@ilos/env-0.3.1.tgz,0.3.1,2019-07-26T14:02:24.370Z,False,Apache-2.0,@ilos/env,['Apache-2.0'],https://www.npmjs.com/package/@ilos/env,NPM,9,https://github.com/betagouv/ilos,5,None
None,Définition Typescript du module hornet-js-core,6,https://github.com/diplomatiegouvfr/hornet-js#readme,[],TypeScript,https://registry.npmjs.org/hornet-js-core-dts/-/hornet-js-core-dts-5.3.0.tgz,5.3.0,2019-03-28T07:03:20.142Z,False,CECILL-2.1,hornet-js-core-dts,['CECILL-2.1'],https://www.npmjs.com/package/hornet-js-core-dts,NPM,10,https://github.com/diplomatiegouvfr/hornet-js,16,None
None,Ensemble des composants de gestion de base hornet-js,6,https://github.com/diplomatiegouvfr/hornet-js#readme,[],TypeScript,https://registry.npmjs.org/hornet-js-database/-/hornet-js-database-5.5.0-rc.4.tgz,5.4.1,2019-07-25T12:25:16.728Z,False,CECILL-2.1,hornet-js-database,['CECILL-2.1'],https://www.npmjs.com/package/hornet-js-database,NPM,9,https://github.com/diplomatiegouvfr/hornet-js,16,None
None,svg,5,https://github.com/mathieuleclaire/scaladget,[],CSS,https://repo1.maven.org/maven2/fr/iscpif/scaladget/svg_sjs0.6_2.12/1.2.7/svg_sjs0.6_2.12-1.2.7.jar,1.2.7,2019-06-03T00:00:00.000Z,True,Affero GPLv3,fr.iscpif.scaladget:svg_sjs0.6_2.12,['AGPL-1.0'],https://repo1.maven.org/maven2/fr/iscpif/scaladget/svg_sjs0.6_2.12,Maven,10,https://github.com/mathieuleclaire/scaladget,42,None
None,Integrate the French government Design System into a Django app,0,https://github.com/entrepreneur-interet-general/django-dsfr,"['django', 'open-collectivites']",Python,None,0.4.5,2021-09-30T07:41:46.000Z,False,MIT,django-dsfr,['MIT'],https://pypi.org/project/django-dsfr/,Pypi,7,https://github.com/entrepreneur-interet-general/django-dsfr,1,None
None,Semantic Release shared configuration,0,https://github.com/SocialGouv/releaserc#readme,[],None,https://registry.npmjs.org/@socialgouv/releaserc/-/@socialgouv/releaserc-1.0.2.tgz,1.0.2,2021-10-15T14:07:58.286Z,False,MIT,@socialgouv/releaserc,['MIT'],https://www.npmjs.com/package/@socialgouv/releaserc,NPM,8,https://github.com/SocialGouv/releaserc,0,None
None,Custom filters for Django REST Framework,1,https://github.com/unistra/django-rest-framework-custom-filters,"['django', 'REST', 'rest_framework', 'filters']",Python,None,1.0.0,2015-06-09T11:21:13.000Z,True,UNKNOWN,djangorestframework-custom-filters,['Other'],https://pypi.org/project/djangorestframework-custom-filters/,Pypi,7,https://github.com/unistra/django-rest-framework-custom-filters,0,None
None,Plugin allowing to create/delete/synchronize branches according to git submodule branches,1,https://github.com/gemoc/git-sync-tools,"['ci', 'git-sync']",Java,https://repo1.maven.org/maven2/org/gemoc/git-sync-tools/sync-git-submodules-branches-plugin/1.0.1/sync-git-submodules-branches-plugin-1.0.1.jar,1.0.1,2021-06-03T16:02:27.000Z,True,Eclipse Public License - v 2.0,org.gemoc.git-sync-tools:sync-git-submodules-branches-plugin,['EPL-2.0'],https://repo1.maven.org/maven2/org/gemoc/git-sync-tools/sync-git-submodules-branches-plugin,Maven,7,https://github.com/gemoc/git-sync-tools,0,None
None,Convert mail/news messages to HTML,3,,[],Perl,None,v2.6.24,2020-11-16T14:24:54.000Z,True,gpl_2,MHonArc,['GPL-2.0'],https://metacpan.org/release/MHonArc,CPAN,8,https://github.com/sympa-community/mhonarc,5,None
None,Native javascript implementation of the standard Sphinx API,21,http://github.com/Inist-CNRS/node-sphinxapi,[],JavaScript,https://registry.npmjs.org/sphinxapi/-/sphinxapi-1.3.0.tgz,1.3.0,2019-03-22T16:24:04.001Z,False,MIT,sphinxapi,['MIT'],https://www.npmjs.com/package/sphinxapi,NPM,12,https://github.com/Inist-CNRS/node-sphinxapi,77,None
None,OpenFisca tax and benefit system for PPDLand,10,https://github.com/openfisca/country-template,"['benefit', 'microsimulation', 'social', 'tax', 'better-rules', 'legislation-as-code', 'rules-as-code']",Python,None,0.3.3,2021-04-12T16:13:50.000Z,True,http://www.fsf.org/licensing/licenses/agpl-3.0.html,OpenFisca-PPDLand,['Other'],https://pypi.org/project/OpenFisca-PPDLand/,Pypi,9,https://github.com/openfisca/country-template,17,None
None,Reprojection à la volée des feuilles EDIGÉO,0,https://github.com/etalab/edigeo-reproject,[],JavaScript,https://registry.npmjs.org/edigeo-reproject/-/edigeo-reproject-0.2.0.tgz,0.2.0,2018-07-15T13:57:37.842Z,False,MIT,edigeo-reproject,['MIT'],https://www.npmjs.com/package/edigeo-reproject,NPM,7,https://github.com/etalab/edigeo-reproject,1,None
None,JavaScript engine for the [Validation and Transformation Language](https://sdmx.org/?page_id=5096),4,,"['antlr', 'control', 'parsing', 'validation', 'vtl']",JavaScript,https://registry.npmjs.org/@inseefr/vtl-2.1-engine/-/@inseefr/vtl-2.1-engine-0.1.9.tgz,0.1.9,2021-01-21T14:17:15.585Z,False,MIT,@inseefr/vtl-2.1-engine,['MIT'],https://www.npmjs.com/package/@inseefr/vtl-2.1-engine,NPM,8,https://github.com/InseeFr/VTL-Tools,4,None
None,File descriptor utilities,1,https://stemjail.github.io/rustdoc/fd/,"['linux', 'pipe', 'fd', 'splice', 'file-descriptor']",Rust,https://crates.io/api/v1/crates/fd/0.2.3/download,0.2.3,2017-01-15T19:09:12.000Z,False,LGPL-3.0,fd,['LGPL-3.0'],https://crates.io/crates/fd/,Cargo,10,https://github.com/stemjail/fd-rs,0,None
None,powerspy.scala,1,https://github.com/Spirals-Team/powerspy.scala,[],Scala,https://repo1.maven.org/maven2/fr/inria/powerspy/powerspy-scala_2.11/1.0.1/powerspy-scala_2.11-1.0.1.jar,1.0.1,2014-12-30T13:11:45.000Z,True,AGPL,fr.inria.powerspy:powerspy-scala_2.11,['Other'],https://repo1.maven.org/maven2/fr/inria/powerspy/powerspy-scala_2.11,Maven,7,https://github.com/Spirals-Team/powerspy.scala,3,None
None,Atlanmod Ecore Resources,2,http://atlanmod.org,[],Shell,https://repo1.maven.org/maven2/org/atlanmod/zoo/neoemf-java/1.0.0/neoemf-java-1.0.0.jar,1.0.0,2019-11-08T00:00:00.000Z,True,Eclipse Public License - v 2.0,org.atlanmod.zoo:neoemf-java,['EPL-2.0'],https://repo1.maven.org/maven2/org/atlanmod/zoo/neoemf-java,Maven,7,https://github.com/atlanmod/zoo,3,None
